PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
-3.448412004433857,-2.0916138297168634,-0.23765410113158217,1.6464299167928675,-0.6996374164783953,-1.0566160341278177,0.07342287036495293,-0.07378697345645188,-0.48057901126138264,-0.7039544892105773,0.037816056631391516,-0.9956355835265668,-0.3150065847047671,-0.2020271096272953
-2.395515919778062,-0.46399978126764935,0.6536478891338732,-1.1384257186781346,-0.835736156195409,0.7973904169684416,-0.7134327536607467,-0.8087321783253,2.3432565795648164,-1.3586744227216117,0.03303240732123998,-0.07559536045220305,-0.16021890878521464,-0.050210526174172654
-0.5329615459150172,1.4819439593388624,-0.9849176930899924,-0.2738935843299121,2.144351293752419,0.7889864631265163,0.3616828805224871,2.056114246792797,0.16983764286163291,-0.7267878887121902,0.40754229496453925,0.381167478529624,-0.08920482587874995,1.0315987037396375
-1.6029473224557902,2.6471168645819643,0.7591472153277187,1.7361240670840417,0.7712504315698007,1.9311845810494135,0.5825842530369969,-0.7178650971920265,2.0815254363664732,0.8992752782253546,-0.8172847512887736,0.3551902636702356,-0.7447317172172233,1.2176946618432511
-0.7595743725797001,1.5750804163675,-0.42505430975875436,-1.794688878431446,-0.7080497213301243,0.12471676668808951,-0.13137344375231802,-0.03988902393762782,0.0028667804657428755,-0.7202991211881589,0.1921641950762689,-0.5285452984933637,0.3120573117250566,-0.609770381545575
-2.290328591387794,1.4833172976406637,-0.8882445622773274,-0.8462393231630051,-0.10188335634197135,0.4967062338119861,-2.81595114970341,1.6086664101294605,0.6216687064801418,2.198355950630724,1.2182095781820728,-0.4862752836281031,-0.018307640315738477,-0.6646840739882494
-0.6607048441083816,1.1295414958458876,-1.1869845921817164,1.9384268602500472,-3.0943034688836057,1.5712731988696196,-1.1030585639943888,0.32244694821307995,-0.8384036384039962,-0.7345664746440794,-0.07983091935640732,-0.1818753258634177,-0.5588016455086795,-0.47778747553375583
-2.1992879893667636,0.2756085309716012,-2.007682648180408,1.1123824183947817,-1.6253280518602848,0.043841438989656416,-0.6055266955247504,0.04364416504791019,-0.40951334994127536,-0.7841156982370873,0.03418547035096513,-0.3524279181429926,1.1016617959827513,0.6683555783517203
1.9389868370234418,-2.3874625925071356,1.6578433177463303,-0.9598019926037716,-0.3222531703676732,-0.47315471952899185,0.6896952737420767,0.5897837229659392,-0.2880824328560468,2.1015400642721183,1.5573278500464947,0.4385965772266573,0.8741296589536087,0.7564805905024481
3.9127637151869554,2.323300415919867,-0.9660067993028253,-1.6183862681362013,-1.12917875935621,-0.053831360307244135,0.5028368692843819,0.044261524013647746,-0.579633207030969,-0.2896343296780678,-0.20559427929991203,-0.3004216485136651,0.0013654434362832658,-0.7501747974797818
